label,meanSVMAcc,meanXAcc,meanYAcc,meanZAcc,maxSVMAcc,maxXAcc,maxYAcc,maxZAcc,minSVMAcc,minXAcc,minYAcc,minZAcc,stdSVMAcc,stdXAcc,stdYAcc,stdZAcc,meanPeak
0,26.715,358.61,-18.017,24.72,32.579,465,4.3948,74.74,17.214,165.15,-72.385,-61.525,4.1476,74.643,27.135,40.859,31.605
0,24.668,313.01,-29.535,22.331,28.385,393.53,-13.906,55.355,21.152,225.52,-42.658,-24.675,1.7815,42.822,8.8585,23.475,25.783
0,26.069,344.25,-0.28337,0.26556,32.559,460.6,16.517,77.124,18.01,145.8,-14.318,-82.609,3.0019,75.04,7.8216,41.715,29.92
0,27.21,350.33,-4.094,33.654,33.554,465.07,12.55,102.13,16.61,161.9,-43.994,-72.459,4.4398,76.05,18.614,51.346,32.456
0,24.464,325.9,-3.7864,-20.901,27.513,395.03,10.324,-8.4379,16.697,170.28,-29.428,-32.636,2.0017,37.328,12.607,7.1407,26.447
0,25.728,351.52,33.299,-50.164,29.775,419.59,124.17,-11.112,18.139,174.26,-35.732,-66.805,2.7355,56.516,52.89,13.77,29.151
0,26.608,354.06,0.22873,2.6207,29.358,422.93,83.396,28.062,17.973,163.12,-76.977,-25.287,2.4331,57.533,62.853,12.15,27.664
0,26.63,349.46,-29.795,41.252,32.862,494.25,-11.499,64.685,18.635,174.72,-42.582,6.6175,3.5931,78.683,8.9599,17.854,31.743
0,23.731,298.5,-4.9133,-9.8814,26.267,372.68,7.0612,44.318,17.03,159.69,-21.187,-109.33,2.0734,43.333,8.5375,48.091,25.29
0,26.651,369.39,-15.221,9.2475,32.848,461.41,13.687,76.452,16.554,134.98,-63.836,-68.333,4.0999,77.206,25.527,41.845,29.362
0,26.257,351.41,-8.21,11.587,33.631,520.14,22.636,51.422,16.207,144.46,-30.051,-98.201,4.5217,107.72,17.941,45.705,32.566
0,25.762,304.96,13.118,15.703,29.234,408.57,36.966,55.903,20.488,190.37,-6.4276,-41.83,1.9834,49.1,12.805,29.737,27.279
0,25.474,345.92,-14.68,0.33934,32.405,474.74,6.1275,66.126,15.893,119.16,-49.691,-72.644,3.7998,96.289,17.834,36.589,30.412
0,27.78,372.88,6.8921,13.28,34.063,477.75,40.247,70.108,19.091,172.39,-26.082,-108.97,3.8212,75.907,20.693,55.109,33.117
0,26.927,313.07,15.208,38.514,31.915,430.64,42.004,85.505,19.881,223.55,-5.6147,-22.525,2.9407,55.838,14.027,25.897,30.489
0,24.403,322.02,-13.059,-6.7684,29.9,444.53,22.139,30.938,17.409,153.6,-75.993,-87.635,3.0041,73.64,29.011,33.789,28.565
0,27.462,385.02,2.3455,-1.9893,34.663,505.56,33.778,71.347,18.256,184.33,-22.44,-97.164,4.1082,86.982,15.043,51.674,33.453
0,27.824,331.56,20.02,43.002,34.5,473.84,33.542,91.162,19.076,151.57,-6.9769,-8.1871,3.901,86.026,9.7586,21.219,33.185
0,24.5,302.57,-10.362,12.147,28.932,429.11,11.475,52.53,15.976,164.54,-49.835,-57.771,2.9301,61.635,17.708,31.512,26.824
0,27.692,378.06,6.1892,7.3249,34.67,479.84,36.225,93.804,18.333,143.22,-27.804,-108.14,4.0724,81.257,16.446,55.814,33.408
0,27.384,334.91,25.913,23.597,33.035,450.9,51.836,59.885,15.026,157.45,-34.493,-83.023,4.3894,76.579,26.559,43.072,32.183
0,25.968,336.44,16.692,-14.046,29.672,436.18,46.593,10.149,18.197,175.21,-9.0418,-50.371,1.9739,47.501,15.8,14.404,27.242
0,26.304,347.75,7.6389,-6.9662,28.229,436.51,60.937,8.2526,19.3,176.4,-30.687,-26.106,2.2403,56.806,29.379,9.1267,28.1
0,28.548,354.56,34.916,23.885,31.628,454.04,83.141,46.331,17.346,154.63,-30.315,-29.378,3.4518,67.521,41.927,23.887,31.48
0,25.806,321.37,-15.994,29.282,28.571,382.95,-0.3303,49.575,20.058,223.25,-32.861,-2.9269,1.8482,32.131,9.8392,16.669,26.21
0,25.979,338.58,14.787,-9.5412,33.699,475.97,39.315,79.668,17.885,133.02,-23.195,-130.8,3.5972,84.269,17.423,56.56,31.161
0,27.64,372.86,5.1347,10.257,33.638,482.86,26.456,77.639,20.47,178.5,-45.653,-77.087,3.5665,71.788,23.649,41.224,32.588
0,26.533,325.98,1.8869,32.213,33.734,483.73,53.522,67.577,19.218,199.21,-16.377,-10.759,4.0523,90.317,19.197,18.5,32.294
0,24.766,305.38,16.485,-13.115,27.799,398.36,28.502,39.677,18.602,162.48,-5.5317,-132.54,2.0578,58.616,10.419,53.421,26.518
0,27.353,371.03,5.3728,7.6352,34.351,480.62,34.847,87.02,16.01,112.06,-51.587,-77.138,4.4953,91.477,26.969,43.49,33.277
0,27.129,355.2,9.5919,15.703,34.786,489.59,49.768,78.077,16.492,128.99,-19.517,-102.3,5.0395,103.85,22.291,53.089,33.749
