-609,9,-243
-649,9,-378
-673,14,-501
-673,15,-527
-650,16,-527
-554,23,-439
-407,34,-300
-228,54,-148
-228,73,-148
540,75,248
540,75,156
597,73,151
597,58,151
527,36,-68
453,15,-68
358,15,-68
242,-34,-62
242,-34,-62
-163,-49,99
-163,-53,99
-293,-53,123
-379,-37,123
-379,-18,79
-365,-18,29
-277,20,0
-159,20,0
-159,33,18
162,34,38
162,34,38
162,19,23
161,19,23
125,-11,-12
85,-11,-12
43,-17,-12
43,-21,10
-62,-24,10
-62,-28,12
-82,-33,12
-91,-36,12
-91,-36,12
-82,-34,12
-66,-30,-16
-46,-26,-16
-46,-23,-18
23,-20,-18
23,-15,-9
38,-15,-4
38,26,-4
38,26,-10
27,39,-17
27,47,-22
-27,56,-26
-27,68,-31
-47,78,-37
-67,84,-41
-84,84,-41
-98,76,-30
-109,61,-30
-116,42,11
-116,42,5
-99,-27,11
-99,-27,-23
123,-40,-18
123,-40,-23
273,-32,65
483,-32,65
736,-45,133
940,-58,133
1046,-60,144
1169,-60,-342
1311,-88,-342
1463,-174,-342
2047,-317,-214
2047,-317,-214
2047,-468,-669
1715,205,-943
1710,205,-943
1488,154,-649
1203,34,-402
979,25,-402
792,3,366
652,3,366
538,20,366
477,44,362
477,70,318
571,70,318
713,62,317
862,62,307
989,-67,307
1095,-67,-261
1200,-119,-261
1331,-119,-448
1461,-112,-543
1461,-79,-543
1420,-37,-513
1251,-9,-399
1047,-9,-251
825,-29,-118
598,-58,-118
394,-85,-33
219,-85,-45
219,-79,-45
-116,-49,-110
-116,-49,-165
-182,56,-189
-241,56,-197
-303,94,-200
-373,127,-216
-430,144,-255
-470,144,-310
-499,124,-361
-527,91,-361
-527,51,-338
-495,51,-258
-411,-44,-146
-282,-44,-146
-282,-44,208
357,-41,208
357,-30,349
604,-30,349
604,16,200
561,12,80
479,6,80
403,4,-30
317,4,-23
218,9,-30
218,15,44
-129,21,44
-129,24,77
-240,24,77
-318,24,57
-335,22,57
-335,17,-47
-276,17,-39
-189,-5,-39
-97,-3,-39
-97,-3,14
92,-2,14
92,-2,14
105,-2,13
105,-4,13
94,-6,-8
78,-6,-8
58,-7,-12
35,-7,-15
35,-11,-22
-38,-17,-30
-38,-24,-38
-56,-30,-41
-69,-33,-46
-74,-33,-53
-74,-34,-58
-65,-36,-61
-52,-38,-65
-39,-38,-72
-28,-36,-79
-22,-32,-85
-22,-28,-88
-26,-21,-91
-35,-21,-97
-47,12,-106
-61,12,-110
-73,18,-110
-85,20,-93
-96,21,-64
-105,24,-34
-105,28,-21
-86,32,-21
-86,32,-31
111,32,-36
111,32,105
257,32,105
466,25,179
692,13,251
831,13,251
901,18,219
1032,24,219
1286,-4,-421
1719,-4,-421
2047,-32,-443
2047,-43,-767
2047,208,-1206
2047,172,-1206
1921,172,-1168
1448,172,-567
1240,-168,-567
954,-168,476
643,-169,451
446,-169,451
324,-140,431
315,-130,411
315,-121,391
436,-103,385
596,-79,327
775,-53,327
948,-53,-239
1149,105,-239
1585,105,-384
1839,177,-501
1839,231,-664
1637,231,-664
1390,229,-496
1145,172,-299
896,101,-134
623,101,-72
366,-72,-72
366,-72,-128
-144,-72,-190
-144,-71,-231
-245,-46,-241
-335,-46,-246
-405,26,-266
-456,24,-311
-497,24,-391
-526,24,-494
-537,-26,-556
-537,-25,-556
-534,-25,-440
-460,-25,-272
-355,-7,-272
-227,-17,148
-227,-17,148
286,-31,217
286,-31,305
525,-34,305
537,52,227
537,48,85
378,48,11
245,35,10
120,20,10
120,10,15
-145,10,30
-145,14,62
-189,33,78
-189,59,78
-170,80,58
-120,80,42
-120,70,42
68,40,48
68,40,66
112,-11,85
112,-10,85
112,-8,66
76,-8,43
76,-9,28
-82,-9,21
-82,-9,15
-126,-9,15
-159,20,-22
-181,20,-22
-183,32,-37
-183,40,-47
-163,43,-50
-135,43,-50
-101,42,-44
-63,39,-35
-63,35,-24
58,30,-13
58,24,-5
88,24,-5
108,-18,-5
108,-18,-15
107,-27,-28
89,-32,-36
61,-35,-40
61,-36,-40
-50,-38,-40
-50,-43,-38
-84,-53,-38
-111,-67,-40
-129,-82,-46
-130,-93,-52
-130,-93,-58
-101,-92,-65
-101,-76,-73
210,-66,-73
210,-54,-73
400,-54,302
629,22,302
840,22,302
951,25,254
982,41,254
1071,83,-225
1318,129,-225
1670,129,-610
1907,171,-1195
2047,-152,-1195
2047,-58,-1071
2047,-152,-1071
2047,176,-1043
1531,163,-689
1143,163,-689
810,-73,470
409,-63,396
409,-73,396
-173,121,200
-173,121,67
-173,121,52
-177,120,42
183,120,52
183,130,-94
344,136,-94
488,136,-129
613,97,-139
711,97,-159
781,-63,-212
822,-63,-281
822,-73,-324
804,-73,-324
728,-62,-282
612,-43,-215
475,-24,-136
336,-24,-136
199,18,65
199,18,65
-144,21,105
-144,22,105
-209,24,105
-238,31,72
-238,38,72
-218,43,-47
-184,43,-47
-144,42,-64
-104,37,-65
-67,33,-65
-34,28,-61
-34,23,-51
40,17,-36
40,17,-21
60,-20,-21
82,-20,19
