3,316.78,324.46,-53.37,14.878,347.35,342.55,-28.116,17.489,123.75,170.53,-57.711,7.162,55.024,38.27,6.2305,1.849,347.35
3,317.17,324.83,-53.718,14.675,346.91,342.67,-27.524,17.026,123.88,170.76,-57.692,7.0285,54.948,38.197,6.5557,1.9877,346.91
3,317.28,325.02,-53.129,14.669,347.18,342.46,-27.726,16.803,124.02,171.01,-56.694,8.3043,55.088,38.36,6.2661,1.853,347.18
3,316.89,324.79,-52.256,14.756,348.51,344.3,-24.918,20.902,124.8,172.24,-56.348,7.0069,54.518,37.754,6.762,3.8624,348.51
3,317.16,325.06,-52.123,14.883,347.36,343.67,-27.02,17.311,124.31,171.82,-56.732,7.7583,54.946,38.178,6.3841,2.2544,347.36
3,316.79,324.77,-51.291,15.079,347.15,343.51,-27.158,18.218,123.59,170.38,-55.388,8.2489,55.123,38.396,6.1053,2.3641,347.15
3,316.9,325.15,-49.575,15.686,347.8,343.75,-26.035,17.667,123.67,170.9,-54.53,9.333,55.059,38.367,5.7635,1.8081,347.8
3,317.2,325.36,-49.631,17.617,347.48,344.54,-26.021,20.001,123.91,171.23,-54.278,10.681,54.966,38.321,6.0952,1.8477,347.48
3,316.92,325.01,-49.87,17.393,347.68,345.52,-26.497,22.468,123.44,170.07,-54.417,8.2464,54.979,38.445,6.1499,3.7501,347.68
3,316.4,324.54,-51.033,10.464,348.05,343.99,-22.385,18.654,123.6,171.54,-57.843,-8.8793,54.763,37.915,7.1861,7.9767,348.05
3,318.42,326.92,-48.11,7.1314,354.53,351.3,-23.393,21.043,126.51,176.33,-70.19,-24.437,55.006,37.996,11.98,12.861,354.53
3,317.3,326.34,-46.936,2.0664,349.76,348.11,-21.604,11.524,124.83,173.03,-60.213,-15.237,54.634,37.763,6.6875,6.5777,349.76
3,318.37,327.3,-46.332,0.97671,352.47,354.3,-22.26,17.789,122.84,170.07,-58.867,-7.2032,56.051,39.948,7.9713,7.2988,352.47
3,316.75,325.3,-49.339,1.3257,348.06,344.92,-29.574,7.6647,124.3,171.28,-54.57,-4.3078,55.404,38.888,5.447,3.5963,348.06
3,317.69,326.23,-50.079,5.7666,348.17,344.88,-23.558,8.6022,123.98,171.71,-56.153,2.9277,55.089,38.363,6.9586,1.7959,348.17
3,317.4,325.83,-50.101,8.7736,347.83,344.15,-26.789,12.262,123.51,170.36,-55.572,2.589,55.109,38.51,6.5863,2.7856,347.83
3,317.18,325.92,-48.148,8.6533,347.99,344.48,-25.02,10.471,123.79,171.42,-51.727,3.0229,55.151,38.417,5.5279,1.8481,347.99
3,317.55,326.3,-48.297,7.1543,347.58,345.08,-25.638,9.9969,124.83,172.74,-51.699,2.381,54.878,38.446,5.3707,1.6886,347.58
3,317.1,325.84,-48.498,6.4277,347.18,343.95,-25.425,8.0421,124.3,171.95,-51.912,2.821,54.976,38.298,5.8018,1.0076,347.18
3,317.92,326.55,-49.364,5.3316,348.36,344.89,-26.538,7.1491,124.37,171.91,-52.74,2.6022,55.422,38.709,5.6269,0.93326,348.36
3,316.43,324.61,-51.783,6.0506,346.81,342.45,-27.184,7.9397,123.95,171.4,-55.394,2.6136,55.014,38.335,6.0877,1.3695,346.81
3,317.33,325.45,-52.359,7.2608,347.37,343.41,-26.71,8.7817,124.05,171.57,-55.96,4.167,55.083,38.348,6.4678,1.1174,347.37
3,317.44,325.65,-51.829,7.4024,347.75,343.89,-27.703,8.529,123.73,171.01,-55.478,4.0793,55.193,38.5,6.1027,0.95454,347.75
3,317.09,325.37,-51.169,7.8566,347.06,343.28,-27.583,8.8941,123.84,170.62,-55.018,4.0662,55.046,38.452,5.8868,1.1596,347.06
3,317.1,325.44,-50.667,7.7902,347.42,343.44,-25.08,11.906,123.42,170.66,-56.145,3.4907,55.305,38.621,6.5089,2.5209,347.42
3,317.57,326.31,-48.934,4.3268,347.93,344.39,-26.117,5.5885,124.2,171.8,-52.643,1.392,55.055,38.33,6.0492,0.91024,347.93
3,318.08,326.91,-48.24,4.4256,349,346.3,-25.81,8.8487,124.15,171.27,-51.835,0.98798,55.265,38.738,5.5726,1.7671,349
3,317.22,326.16,-46.793,4.5899,347.91,344.96,-24.538,6.5486,124.17,171.88,-49.978,0.60888,55.477,38.965,5.2053,1.7313,347.91
3,317.23,326.33,-45.455,8.1544,349.29,346.81,-26.049,13.808,123.78,171.16,-49.597,3.8927,55.26,38.766,4.9109,3.1836,349.29
3,316.76,325.02,-51.046,10.817,346.73,342.84,-26.657,13.716,123.9,171.13,-55.144,5.8069,54.693,37.97,6.1162,1.4345,346.73
3,317.72,325.88,-51.984,9.4937,347.69,344.07,-27.039,11.562,124.29,171.75,-55.364,4.673,55.08,38.351,6.286,1.3491,347.69
3,316.8,325,-51.34,10.573,346.9,343.8,-27.523,12.75,123.58,170.59,-55.021,4.6069,54.876,38.193,5.8153,1.8325,346.9
