356;25;14;
356;25;14;
356;25;13;
356;25;13;
357;25;14;
357;25;15;
357;25;18;
357;26;18;
357;26;16;
357;26;15;
357;26;15;
356;25;15;
356;24;17;
357;24;17;
357;25;16;
357;25;16;
357;25;15;
357;25;15;
357;25;15;
357;25;16;
356;15;34;
353;15;57;
350;-4;60;
349;-3;61;
349;-3;61;
351;-3;58;
355;-3;53;
359;-3;50;
361;-3;50;
361;-3;49;
361;-3;50;
361;-3;51;
360;-5;57;
358;-6;60;
356;-6;60;
350;-4;52;
350;-2;52;
350;-2;55;
350;-3;55;
350;-4;56;
350;-4;58;
354;-4;58;
354;-4;56;
356;-1;55;
356;-2;52;
356;-2;51;
356;-3;51;
356;-4;51;
358;-4;51;
359;-4;57;
359;-4;57;
356;-4;58;
356;-5;61;
354;-6;61;
353;-6;59;
353;-6;58;
347;3;57;
347;3;57;
352;-8;55;
353;-7;55;
355;-7;55;
356;-4;55;
356;-3;55;
356;-2;54;
357;-3;52;
356;-2;52;
356;-2;52;
356;-2;52;
356;-2;51;
356;-2;51;
355;-2;51;
354;-2;51;
353;-2;51;
353;-2;51;
354;-1;49;
354;-3;49;
354;-3;50;
354;-3;50;
354;-3;50;
354;-3;50;
354;-3;50;
355;-3;48;
356;-2;46;
356;-3;46;
356;-3;46;
356;-3;49;
356;-3;50;
356;-3;51;
356;-3;51;
356;-2;50;
356;-2;48;
355;-2;48;
355;-2;48;
355;-2;48;
355;-2;49;
355;-2;49;
354;-2;49;
354;-2;49;
355;-2;49;
356;-2;49;
356;0;48;
356;0;47;
356;0;46;
356;1;46;
356;-2;49;
356;-2;49;
355;-2;50;
355;-2;52;
354;-2;52;
354;-2;52;
355;-2;50;
355;-2;50;
355;-2;50;
355;-2;50;
355;-3;52;
355;-3;53;
355;-3;53;
356;-3;51;
356;-3;49;
356;-4;49;
356;-4;49;
355;-4;51;
355;-4;51;
355;-4;52;
354;-4;53;
354;-4;53;
354;-4;52;
354;-4;51;
354;-4;51;
355;-4;51;
355;-3;51;
355;-3;51;
355;-2;51;
355;-2;49;
355;-2;48;
356;-2;48;
357;-2;47;
357;-2;47;
356;-2;50;
356;-3;51;
354;-3;51;
354;-3;52;
353;-3;53;
353;-3;54;
352;-3;56;
352;-3;57;
352;-4;57;
353;-4;54;
354;-3;49;
354;-3;45;
355;-3;45;
355;-3;48;
356;-3;51;
357;-3;52;
357;-3;53;
356;-3;54;
356;-3;54;
356;-3;50;
356;-3;49;
355;-3;49;
353;-3;49;
353;-3;52;
353;-3;52;
354;-3;52;
355;-3;52;
356;-3;52;
356;-2;53;
356;-2;54;
356;-2;54;
356;-1;54;
356;-1;55;
356;-1;55;
355;-1;55;
355;-2;54;
355;-2;54;
354;-3;54;
354;-3;54;
354;-3;54;
354;-3;53;
354;-3;52;
354;-3;52;
355;-3;53;
355;-3;53;
355;-3;53;
355;-3;54;
355;-3;55;
354;-3;55;
354;-3;56;
354;-3;57;
353;-3;58;
353;-3;58;
353;-3;58;
353;-2;58;
354;-2;54;
355;-1;52;
356;-1;51;
356;-1;50;
356;-1;50;
356;-1;50;
355;-1;52;
355;-1;53;
355;-1;53;
355;0;53;
356;0;53;
356;-1;53;
356;-1;53;
356;0;54;
356;0;54;
356;-1;55;
355;-1;56;
355;-2;56;
355;-2;56;
353;-2;56;
353;-2;56;
353;-2;56;
354;-3;55;
355;-3;53;
355;-3;52;
356;-3;52;
356;-3;52;
357;-2;51;
357;-2;51;
357;-2;51;
356;-1;53;
355;-1;55;
354;-1;55;
354;-2;55;
354;-1;56;
354;-1;57;
353;-1;57;
353;-1;57;
354;-2;56;
354;-2;55;
354;-2;55;
354;-2;54;
355;-2;54;
355;-2;54;
356;-2;54;
356;-3;54;
356;-3;55;
356;-3;55;
356;-3;55;
355;-4;57;
354;-4;58;
354;-3;59;
353;-3;59;
353;-3;59;
354;-3;57;
354;-2;55;
354;-2;54;
354;-1;54;
354;-1;54;
354;-2;55;
354;-2;55;
354;-2;55;
354;-3;55;
354;-3;55;
353;-3;52;
351;-7;52;
351;-7;57;
357;-6;60;
357;-3;60;
354;-3;58;
354;-2;57;
354;-2;57;
355;-3;57;
356;-3;57;
356;-3;56;
355;-2;57;
355;-2;57;
354;-2;58;
354;-3;58;
355;-3;58;
356;-3;55;
356;-3;50;
356;-3;49;
355;-3;49;
355;-3;51;
353;-4;58;
355;-4;59;
355;-4;61;
355;-3;63;
355;-3;63;
354;-3;60;
354;-3;55;
354;-4;53;
354;-3;53;
355;-3;53;
355;-3;53;
355;-2;53;
355;-2;53;
356;-2;53;
356;-1;55;
356;-1;55;
356;-1;55;
355;-3;56;
355;-2;59;
355;-2;60;
355;-2;60;
354;-3;60;
354;-3;59;
353;-3;58;
353;-3;56;
353;-3;55;
354;-3;55;
354;-3;56;
354;-3;56;
354;-3;55;
354;-2;55;
354;-2;55;
354;-2;57;
354;-2;59;
355;-2;59;
356;-2;59;
357;-2;59;
357;-2;58;
356;-2;58;
356;-2;58;
356;-3;58;
356;-3;58;
356;-3;56;
355;-2;56;
355;-2;56;
354;-2;55;
354;-2;55;
354;-2;55;
354;-2;55;
354;-2;55;
355;-2;54;
355;-2;54;
355;-2;53;
355;-2;54;
355;-2;54;
355;-2;55;
355;-1;55;
355;-1;55;
355;-2;55;
355;-2;57;
355;-2;57;
355;-2;56;
355;-3;56;
355;-3;55;
355;-3;54;
355;-2;53;
355;-2;53;
355;-2;53;
355;-2;53;
355;-2;53;
355;-2;54;
355;-2;55;
355;-2;56;
355;-2;56;
355;-1;56;
355;-1;56;
355;-1;55;
355;-1;54;
356;-1;54;
356;-1;53;
356;-1;53;
356;-1;53;
356;-1;53;
356;-1;53;
356;-1;54;
355;-1;54;
355;-1;54;
354;-2;54;
353;-2;52;
353;-1;51;
353;-1;51;
353;-1;52;
353;-1;53;
353;-1;55;
353;-1;55;
353;-1;56;
354;-1;57;
354;-1;58;
355;-1;58;
355;-1;57;
355;-1;56;
355;0;55;
355;0;55;
355;-2;55;
355;-1;55;
355;-1;54;
355;-1;54;
355;-1;54;
355;-1;54;
355;-2;54;
355;-2;54;
355;-2;54;
355;-2;54;
355;-2;55;
355;-2;55;
354;-2;55;
354;-2;55;
354;-2;54;
353;-2;53;
353;-2;53;
355;-2;53;
355;-3;54;
355;-4;54;
355;-4;53;
357;-3;49;
357;-2;48;
357;-1;48;
356;-1;49;
355;-1;51;
355;-3;56;
356;-3;57;
356;-2;57;
356;-2;56;
356;-3;55;
356;-3;50;
354;-3;48;
354;-3;47;
353;-3;47;
353;-3;50;
353;-3;52;
353;-2;52;
355;-1;51;
356;-1;51;
356;-1;52;
355;-2;53;
355;-2;56;
355;-2;57;
355;-2;57;
355;-2;55;
354;-2;55;
354;-2;54;
353;-2;53;
353;-2;52;
353;-2;52;
353;-2;50;
354;-3;50;
354;-3;51;
355;-3;52;
355;-3;52;
356;-4;51;
356;-4;51;
355;-4;52;
355;-3;53;
355;-3;53;
356;-2;53;
356;-2;53;
355;-2;55;
355;-2;55;
355;-2;55;
355;-2;55;
354;-2;54;
354;-2;53;
353;-2;53;
353;-2;53;
354;-2;52;
354;-2;52;
354;-2;53;
354;-2;53;
354;-2;54;
355;-2;53;
355;-2;53;
355;-2;52;
355;-2;52;
355;-3;52;
355;-3;53;
355;-3;53;
355;-3;52;
354;-2;52;
354;-2;52;
355;-2;52;
355;-2;51;
355;-2;51;
354;-2;52;
354;-2;52;
355;-2;52;
355;-2;52;
355;-2;52;
355;-2;52;
355;-2;54;
355;-2;55;
355;-2;56;
355;-2;56;
355;-2;54;
355;-2;54;
355;-2;54;
355;-2;52;
355;-2;51;
355;-2;51;
355;-3;53;
355;-3;53;
355;-3;53;
354;-3;53;
354;-3;54;
354;-3;54;
354;-3;54;
354;-3;54;
354;-2;54;
354;-2;53;
354;-2;52;
354;-3;52;
354;-3;53;
355;-3;53;
355;-3;53;
355;-3;54;
355;-3;54;
355;-3;54;
356;-3;54;
356;-3;55;
356;-3;55;
356;-2;55;
355;-2;55;
355;-2;53;
355;-3;52;
355;-3;52;
355;-3;54;
355;-3;54;
354;-2;54;
354;-2;53;
354;-2;51;
354;-2;51;
354;-3;51;
354;-3;53;
353;-4;54;
353;-4;56;
353;-4;56;
353;-3;55;
354;-3;51;
354;-2;49;
354;-2;49;
353;-3;51;
353;-3;53;
354;-3;57;
355;-2;61;
355;-2;61;
355;-3;59;
356;-3;58;
356;-3;56;
356;-3;52;
355;-3;49;
354;-3;49;
354;-3;49;
355;-3;51;
355;-3;52;
356;-3;52;
357;-3;52;
357;-3;53;
357;-3;54;
357;-3;55;
356;-3;55;
356;-3;55;
356;-3;55;
355;-3;55;
354;-3;55;
354;-3;55;
354;-3;54;
354;-3;54;
354;-4;54;
354;-4;54;
354;-5;54;
354;-5;54;
355;-5;54;
355;-4;54;
355;-4;54;
356;-4;55;
356;-3;55;
356;-3;54;
356;-3;54;
356;-3;54;
356;-3;53;
355;-3;53;
355;-3;55;
355;-4;55;
355;-4;55;
355;-3;55;
354;-3;55;
354;-3;54;
354;-3;54;
354;-3;54;
354;-3;54;
354;-3;54;
355;-3;54;
355;-3;53;
355;-3;53;
355;-3;54;
355;-3;55;
355;-3;55;
355;-3;54;
355;-3;52;
355;-3;51;
354;-4;51;
354;-4;52;
354;-4;52;
354;-4;52;
354;-4;52;
354;-3;53;
355;-3;53;
355;-2;54;
355;-2;54;
356;-3;52;
356;-3;51;
355;-3;51;
355;-3;53;
355;-3;53;
355;-3;53;
354;-4;53;
354;-4;55;
354;-4;55;
353;-4;54;
353;-3;53;
353;-3;53;
353;-3;54;
354;-3;54;
354;-3;53;
353;-3;52;
353;-4;52;
353;-4;51;
353;-4;51;
353;-4;51;
353;-4;51;
353;-4;51;
353;-4;51;
353;-4;50;
352;-4;48;
352;-4;48;
352;-5;47;
351;-5;47;
350;-5;47;
350;-5;47;
350;-4;44;
350;-3;43;
351;-3;43;
351;-3;46;
351;-3;47;
352;-3;50;
353;-3;51;
354;-3;52;
355;-4;52;
356;-4;55;
357;-4;55;
359;-4;55;
361;-4;55;
362;-5;56;
362;-5;57;
363;-5;57;
364;-3;57;
364;-3;58;
363;-3;60;
361;-3;63;
359;-3;64;
358;-2;64;
358;-2;64;
358;-2;61;
356;-2;58;
356;1;56;
355;1;56;
353;1;57;
353;-1;60;
353;-1;60;
353;-1;60;
354;-1;60;
354;-1;56;
355;-1;53;
355;-2;49;
355;-2;47;
355;-2;47;
355;-2;47;
356;-3;48;
356;-3;48;
357;-3;49;
356;-4;49;
356;-4;50;
355;-5;53;
355;-5;54;
354;-5;54;
353;-5;55;
353;-6;56;
353;-7;57;
354;-8;57;
354;-8;57;
355;-7;56;
355;-7;55;
355;-8;52;
355;-8;51;
355;-7;51;
355;-7;51;
354;-7;52;
354;-7;54;
354;-7;55;
354;-7;57;
354;-6;57;
355;-6;56;
355;-5;54;
355;-5;54;
355;-4;54;
355;-4;54;
354;-4;54;
354;-4;54;
353;-4;54;
353;-4;53;
352;-4;51;
352;-4;51;
351;-4;52;
351;-4;52;
352;-4;52;
353;-4;51;
353;-4;52;
354;-4;52;
356;-4;52;
356;-4;53;
356;-5;54;
356;-7;54;
356;-7;53;
355;-6;53;
355;-6;52;
353;-6;51;
352;-5;51;
352;-4;49;
351;-4;49;
351;-4;45;
348;-5;44;
347;-5;42;
346;-4;39;
345;-4;39;
342;1;36;
339;1;33;
337;1;33;
337;1;33;
336;1;36;
334;1;36;
333;1;38;
333;2;38;
332;2;37;
329;2;34;
325;2;31;
319;-3;25;
313;-2;21;
307;-3;15;
300;-1;8;
292;-4;3;
282;-3;3;
272;-3;-7;
262;-3;-6;
252;1;-6;
242;1;-4;
232;2;-4;
221;2;12;
212;2;12;
202;3;19;
195;3;26;
193;3;32;
188;-7;34;
188;-5;39;
192;-7;41;
198;3;43;
201;3;45;
203;0;46;
210;0;49;
223;2;53;
235;2;57;
245;2;63;
253;2;67;
262;-5;69;
271;-5;71;
281;-9;71;
294;-9;69;
304;-6;61;
314;-5;57;
327;-4;54;
340;-4;52;
352;0;46;
366;0;41;
380;-3;38;
393;-3;33;
406;-4;25;
419;-6;18;
433;5;11;
449;5;11;
468;12;-8;
487;14;-8;
501;14;-8;
509;13;-9;
517;12;9;
528;11;9;
540;5;14;
553;1;15;
566;1;16;
579;1;19;
596;1;25;
621;1;33;
654;2;44;
690;-8;54;
736;-8;63;
783;-16;63;
824;-16;61;
860;-15;49;
889;-15;42;
907;-4;42;
909;-4;56;
909;-4;69;
905;-8;69;
898;-8;64;
898;15;45;
899;15;45;
907;19;-15;
931;19;-15;
947;18;-18;
947;16;-21;
928;16;-28;
897;23;-28;
855;25;-20;
811;25;-10;
749;14;-10;
686;14;14;
620;13;14;
568;16;19;
534;13;29;
498;16;-35;
448;-21;-35;
392;-21;-72;
337;-27;-100;
277;-27;-102;
204;-25;-102;
122;-21;-88;
122;-15;-78;
-116;-15;-75;
-116;12;-74;
-186;12;-71;
-246;22;-69;
-287;31;-68;
-305;37;-66;
-305;39;-53;
-275;39;-32;
-231;36;-32;
-185;27;4;
-137;21;4;
-96;19;4;
-61;16;2;
-61;12;2;
22;9;-13;
22;9;-13;
41;11;-16;
57;12;-16;
69;13;-16;
75;15;26;
81;18;26;
81;18;41;
80;17;51;
76;13;60;
71;7;69;
66;7;75;
59;-7;78;
50;-7;78;
41;-13;76;
32;-16;71;
25;-16;63;
19;-19;54;
13;-23;54;
10;-23;43;
9;-23;32;
6;-23;28;
6;-25;27;
-7;-25;20;
-7;-24;12;
-13;-24;10;
-15;-21;5;
-15;-20;5;
-12;-17;-6;
-10;-11;-6;
-10;-11;-6;
-10;9;-7;
-9;6;11;
-9;9;11;
24;-11;18;
24;-10;18;
45;-10;18;
71;-10;-4;
100;28;-4;
140;28;-12;
199;37;-43;
263;39;-96;
321;40;-96;
398;40;-65;
504;30;-45;
644;30;-45;
799;-10;-50;
963;-6;-51;
1141;-10;-51;
1314;-6;-58;
1459;-8;-87;
1596;-8;-131;
1705;21;-166;
1705;21;-166;
1684;34;-132;
1666;34;-132;
1662;30;76;
1662;30;76;
1634;-12;76;
1586;-9;80;
1516;-9;-72;
1419;-22;-72;
1320;-26;-133;
1224;-26;-178;
1126;-18;-178;
1020;-18;-149;
918;28;-94;
825;24;-94;
742;28;40;
662;32;31;
590;36;40;
522;38;-59;
448;38;-59;
376;32;-98;
305;30;-125;
233;30;-134;
159;34;-134;
85;34;-103;
85;29;-66;
-140;18;-39;
-140;10;-39;
-204;10;-53;
-253;19;-95;
-291;29;-134;
-309;29;-134;
-309;22;-133;
-292;14;-101;
-254;10;-69;
-207;8;-49;
-162;6;-39;
-119;6;-30;
-81;7;-30;
-51;8;22;
-27;8;22;
-27;8;41;
46;7;52;
46;6;52;
71;6;52;
94;7;45;
112;7;39;
122;5;39;
127;2;46;
127;2;57;
124;-9;67;
115;-9;78;
100;-14;78;
85;-14;78;
71;-14;74;
54;-14;72;
35;-12;66;
16;-10;62;
16;-9;56;
-23;-9;51;
-23;-13;48;
-28;-13;40;
-28;-11;29;
-30;-6;20;
-30;-6;11;
-32;6;11;
-35;6;-3;
-37;6;-3;
-37;6;2;
-37;6;2;
-35;9;4;
-31;9;7;
-27;7;12;
-22;7;17;
-22;15;19;
26;15;23;
26;12;23;
46;9;24;
71;6;-47;
100;6;-46;
132;7;-47;
179;23;-52;
241;30;-55;
299;46;-55;
392;38;-55;
457;66;15;
542;38;15;
728;16;-220;
922;16;-220;
1149;16;-316;
1378;26;-316;
1607;24;-322;
1768;50;-353;
1892;50;-464;
1976;59;-464;
1976;70;-360;
1959;70;-360;
1847;56;122;
1722;55;78;
1632;50;122;
1568;49;-158;
1491;44;-158;
1404;26;-279;
1322;21;-362;
1254;20;-362;
1173;18;-314;
1052;11;-238;
925;6;-151;
812;6;-77;
713;16;-41;
608;35;-41;
500;46;-67;
397;50;-103;
299;50;-120;
208;44;-120;
134;39;-117;
73;31;-96;
73;16;-72;
-116;16;-53;
-116;1;-53;
-188;7;-54;
-262;7;-81;
-336;12;-116;
-387;21;-145;
-387;34;-157;
-360;34;-157;
-283;30;-131;
-226;23;-92;
-181;16;-55;
-133;9;-27;
-87;5;-27;
-47;4;10;
-47;3;10;
36;3;18;
36;-3;28;
61;-2;36;
85;-2;38;
106;-2;44;
119;-6;48;
121;-12;50;
121;-16;51;
113;-17;54;
101;-18;59;
86;-17;64;
68;-17;67;
51;-13;71;
35;-9;71;
20;-8;70;
9;-8;61;
9;-7;56;
-5;-6;50;
-4;-6;46;
-4;-7;43;
-4;-9;38;
-4;-9;33;
-4;-8;29;
-2;-7;24;
-2;-5;22;
-2;-5;20;
-4;1;18;
-7;1;14;
-9;4;13;
-11;8;9;
-15;11;9;
-17;14;13;
-17;15;18;
-17;17;18;
-12;18;10;
-12;18;10;
33;18;-15;
33;16;-15;
51;15;-23;
77;14;-41;
110;12;-54;
127;7;-54;
151;7;-33;
203;-13;-23;
259;-13;-23;
312;29;-25;
401;21;61;
528;17;61;
715;17;-81;
956;24;-81;
1221;24;-116;
1525;24;-142;
1780;-31;-201;
1923;-17;-295;
1976;-31;-316;
1976;49;-316;
1847;36;-247;
1754;36;-142;
1754;35;-63;
1751;35;-24;
1751;58;-24;
1700;62;-53;
1599;62;-75;
1478;34;-96;
1370;14;-129;
1265;11;-174;
1148;11;-208;
1035;17;-208;
916;19;-189;
791;23;-160;
672;29;-129;
563;29;-94;
468;27;-62;
384;22;-45;
297;11;-45;
209;6;-44;
129;6;-42;
129;-2;-37;
-106;-2;-32;
-106;15;-32;
-184;15;-44;
-253;26;-69;
-314;38;-95;
-357;42;-113;
-357;54;-113;
-353;58;-108;
-309;58;-94;
-227;45;-75;
-171;45;-55;
-137;44;-32;
-101;43;-32;
-64;38;17;
-35;29;17;
-35;20;23;
13;15;28;
13;11;31;
29;9;32;
52;9;32;
77;-4;33;
99;-4;35;
117;-6;36;
129;-9;41;
129;-9;48;
129;-10;56;
122;-14;60;
111;-14;62;
98;-14;63;
77;-13;62;
54;-13;59;
30;-15;50;
30;-18;40;
-17;-18;27;
-17;-19;16;
-21;-23;11;
-25;-23;11;
