339;17;35
339;16;35
339;16;35
339;16;34
341;16;33
342;16;33
343;16;35
343;17;36
341;18;36
339;18;36
338;18;34
338;18;33
339;18;33
339;18;34
339;18;37
339;18;41
339;18;44
338;18;45
338;17;45
337;17;43
337;17;39
337;17;36
337;17;35
338;17;35
339;17;35
340;17;35
340;18;35
340;18;35
340;18;36
339;18;36
339;19;35
339;19;35
339;18;35
340;17;36
340;17;38
340;16;39
340;16;39
340;16;38
340;16;38
339;15;39
339;15;40
340;16;42
341;16;42
341;17;41
341;17;41
340;17;40
339;17;39
338;16;39
337;15;39
336;15;37
336;15;37
336;15;38
336;15;38
337;16;37
338;16;36
340;18;36
342;22;34
345;22;28
347;17;28
348;15;28
348;14;28
347;14;28
345;13;29
342;13;31
339;13;35
336;13;39
333;14;41
331;15;42
331;15;42
331;15;42
335;15;42
340;15;42
344;15;37
346;15;32
346;15;30
344;15;29
342;15;29
341;15;31
340;16;34
340;16;36
339;15;37
338;14;37
337;13;36
337;13;35
338;13;34
339;13;33
340;14;33
340;14;35
340;14;38
340;15;40
338;16;42
336;17;43
335;19;43
335;21;41
337;23;38
339;23;36
342;24;34
343;24;34
343;24;34
342;25;34
339;25;34
337;25;35
334;24;36
332;23;36
332;22;36
332;22;34
334;22;32
337;22;30
340;23;27
342;23;23
344;23;20
345;22;17
346;19;17
347;17;17
347;15;18
347;14;19
347;13;21
345;13;23
343;13;23
341;14;24
339;14;26
337;15;27
337;15;27
338;15;28
339;15;29
340;15;30
341;14;30
342;13;29
343;13;28
343;12;26
343;12;25
342;13;24
342;16;25
350;16;41
350;20;45
346;11;41
342;15;30
338;9;30
336;9;31
336;9;32
337;12;36
338;12;38
338;12;38
335;12;37
331;10;33
328;10;28
328;8;25
333;5;22
339;4;21
353;2;16
368;2;16
372;25;19
372;25;24
363;19;31
344;18;36
326;18;36
313;12;36
300;11;38
300;11;41
304;12;44
321;15;44
338;19;44
350;21;41
356;22;36
356;23;29
354;23;24
354;22;18
354;22;16
354;21;16
352;19;19
350;16;24
346;15;27
339;15;30
332;15;33
330;15;35
330;15;35
331;15;35
332;15;34
332;16;33
333;16;31
335;16;29
338;17;27
341;18;27
342;18;28
345;16;32
347;16;34
347;16;36
347;17;36
344;18;36
341;18;36
338;18;36
336;17;36
335;17;33
335;17;30
335;17;26
335;16;23
336;15;21
337;14;21
338;14;23
340;14;26
343;17;29
345;17;32
346;17;34
348;19;34
351;19;34
353;19;32
353;19;30
345;19;28
337;19;28
332;19;28
329;18;29
327;16;29
327;14;28
328;13;28
328;13;29
330;14;31
336;14;32
345;14;33
353;14;33
353;14;32
352;15;29
345;15;27
339;16;25
339;16;25
356;16;28
356;16;28
350;16;24
338;16;24
338;18;30
338;18;30
336;18;22
318;15;17
313;15;15
313;23;15
323;23;21
338;16;30
354;14;40
356;14;40
356;17;38
348;17;30
342;18;21
335;18;6
333;17;6
333;11;24
336;11;32
338;13;35
344;14;38
344;15;38
342;15;38
337;15;37
336;15;35
336;15;32
340;16;31
342;17;30
342;17;29
340;17;27
339;16;25
335;16;22
335;16;21
336;17;21
343;17;22
354;15;23
357;15;25
357;15;25
352;16;27
344;16;31
339;17;33
336;17;33
333;17;33
331;16;33
330;16;31
330;16;29
334;16;27
340;16;25
346;15;24
346;14;24
343;14;27
338;15;30
338;15;31
339;15;31
343;15;27
343;15;24
340;15;24
337;15;26
337;15;30
337;15;32
340;14;32
343;14;30
343;14;25
343;14;25
338;16;25
336;16;30
336;16;34
342;16;34
347;15;33
347;15;30
341;14;26
333;13;25
329;13;25
329;14;25
331;14;27
336;15;29
343;15;31
350;13;32
350;13;32
347;13;30
338;13;30
331;14;30
331;15;29
332;15;27
337;16;24
341;16;24
344;15;26
344;15;27
344;15;27
346;16;27
348;16;27
348;15;27
345;15;28
339;15;30
336;15;31
336;15;31
343;15;29
343;15;28
340;15;28
333;15;32
332;15;33
332;16;33
337;16;27
342;16;23
346;15;20
346;14;20
345;14;22
343;15;25
341;16;27
339;16;30
337;15;30
335;15;30
333;16;30
333;16;30
335;16;28
337;16;26
340;15;23
345;15;23
347;15;23
347;15;25
346;15;25
344;16;26
344;16;27
344;16;28
344;16;28
341;16;25
338;15;23
338;15;22
338;15;21
342;15;21
345;15;23
345;15;26
345;15;28
343;16;29
341;16;29
341;16;29
340;15;29
338;15;29
334;15;28
334;15;27
334;15;27
337;16;26
339;16;25
339;16;24
339;16;24
337;16;23
337;15;22
339;15;22
340;16;24
341;17;27
343;17;30
345;17;30
345;17;28
344;17;25
341;16;23
337;15;22
335;15;21
335;14;20
337;14;20
339;15;22
342;15;24
345;15;24
345;14;24
345;14;26
343;15;28
342;15;29
339;15;29
338;15;28
338;15;27
340;15;26
340;16;26
339;16;26
339;16;27
339;16;27
339;16;27
340;16;27
340;16;27
340;17;27
341;17;26
341;16;25
343;16;22
343;16;19
343;16;19
342;16;19
342;17;22
341;17;26
340;17;27
339;18;27
339;18;24
339;16;21
339;15;21
337;15;21
337;16;26
339;16;29
342;16;31
345;16;31
347;16;28
347;16;25
344;17;23
342;17;22
341;17;22
340;17;21
338;16;20
334;16;20
334;15;22
335;15;24
339;14;26
342;13;29
342;13;29
340;13;28
340;13;26
339;14;26
339;14;27
339;15;29
340;16;29
340;17;28
341;17;24
343;16;21
345;15;19
345;15;19
343;15;21
341;15;23
339;15;25
339;16;27
339;15;28
339;15;30
339;15;31
338;14;31
337;14;29
337;14;25
339;14;21
340;14;19
340;14;19
340;14;21
340;16;23
341;17;25
342;18;26
343;18;27
343;17;27
341;16;27
339;16;26
339;15;25
339;15;24
340;13;23
340;13;23
339;13;23
337;13;24
337;14;26
337;15;28
338;15;28
341;15;27
342;16;26
343;16;24
343;16;23
343;15;22
342;14;22
340;14;22
338;14;24
338;14;26
338;14;27
341;15;27
344;15;25
344;15;24
345;16;24
345;16;24
346;16;24
346;16;25
344;15;28
344;15;31
345;15;34
348;16;38
354;17;45
356;17;57
356;15;74
342;15;88
316;-21;88
297;-21;88
295;74;-45
297;74;-45
316;74;-47
366;70;-66
391;70;50
391;14;40
378;41;40
356;41;16
336;57;3
322;57;3
321;45;15
321;33;25
326;31;25
332;31;20
337;31;15
343;30;15
347;27;17
348;22;22
348;16;27
343;12;31
336;8;31
329;5;30
325;5;29
325;-6;29
331;-6;31
339;-9;34
347;-12;37
353;-14;40
361;-17;42
361;-17;42
361;-17;41
338;-17;14
322;-17;14
319;-17;30
316;1;30
316;1;30
321;2;43
335;12;56
346;12;60
346;14;60
346;-8;45
357;-8;22
357;26;13
300;14;13
291;14;3
291;12;18
313;12;18
341;8;35
368;8;44
389;16;44
410;27;44
440;38;-3
440;38;-3
417;38;32
361;30;31
312;27;31
284;24;27
284;19;27
293;16;32
300;16;35
300;15;35
294;10;35
294;7;31
306;7;26
327;7;23
343;7;17
358;7;17
362;8;17
362;8;24
362;6;27
363;6;29
363;14;29
361;23;30
360;31;30
360;31;30
354;26;20
345;14;9
342;6;5
342;6;5
360;8;10
369;20;24
369;37;35
335;37;37
303;37;38
289;16;38
289;7;27
305;7;21
329;6;6
364;6;6
378;16;22
378;30;39
355;32;53
328;32;56
322;24;56
322;15;55
325;8;45
326;3;30
326;3;18
328;5;11
328;9;11
325;13;19
319;13;32
319;13;42
323;16;51
331;16;51
334;15;41
340;15;32
340;15;29
340;14;23
339;14;23
338;13;19
339;13;19
342;11;14
352;11;13
357;11;7
367;16;7
379;24;18
379;34;28
365;34;33
351;26;35
351;13;42
354;13;42
358;15;43
372;32;37
415;-64;43
415;-64;24
369;62;61
357;50;30
326;62;61
265;-49;-48
215;-27;-48
212;-49;-59
212;64;-59
259;64;-59
308;82;98
366;82;98
422;66;101
422;66;101
420;-24;64
390;-21;64
361;-21;-42
343;-21;-42
335;22;-42
335;20;-45
333;20;34
333;9;34
331;9;53
329;14;57
328;33;57
327;48;49
324;50;40
320;50;31
317;40;21
317;30;11
318;24;2
330;24;2
351;26;4
373;27;12
389;27;22
391;24;27
391;24;30
383;23;32
370;22;33
354;18;34
335;13;35
315;7;36
299;7;36
288;2;34
288;6;31
289;5;28
301;6;26
317;-9;26
333;-9;28
351;-12;31
365;-12;31
374;-12;27
375;8;23
375;8;23
371;15;23
364;19;20
354;22;16
343;22;16
333;22;16
327;19;22
327;18;29
327;18;34
329;19;34
332;19;33
335;19;26
340;19;17
347;19;13
354;23;13
361;26;17
361;26;17
360;25;16
352;23;16
343;22;16
335;19;20
331;17;28
331;17;37
333;18;44
335;20;44
336;20;42
336;20;36
337;18;31
339;16;27
339;16;22
337;16;18
334;18;18
331;19;20
331;19;26
331;17;34
331;16;40
332;15;41
333;14;41
335;13;39
340;12;37
346;12;34
352;13;29
356;13;24
357;13;20
357;14;17
352;18;11
342;22;6
333;22;6
330;20;13
330;18;22
337;18;31
346;18;39
353;14;39
353;8;38
350;5;34
345;5;33
342;5;33
341;8;36
341;11;40
340;14;40
337;16;40
334;18;40
333;19;40
333;20;42
333;21;42
333;22;41
332;23;39
332;23;35
332;21;35
335;19;36
338;17;39
340;15;42
341;14;45
341;14;47
340;15;49
339;17;50
337;18;50
337;18;49
336;16;47
336;16;45
336;15;43
337;14;41
338;14;41
340;14;41
341;14;41
342;15;43
343;15;43
343;15;42
343;16;40
343;17;38
341;17;37
339;17;35
337;17;33
335;17;31
335;18;31
336;18;33
337;18;35
339;17;38
340;17;39
341;17;41
342;17;43
342;18;43
342;19;43
340;19;41
338;19;40
337;19;40
337;19;40
339;19;39
341;19;38
344;18;38
344;18;38
344;18;38
341;19;36
338;19;36
335;19;38
334;19;40
334;18;40
335;18;41
337;18;42
339;18;43
340;19;43
342;20;41
343;20;39
343;20;38
342;21;36
341;21;33
338;21;31
337;21;31
337;20;34
339;20;37
341;20;40
341;21;41
340;21;42
337;20;42
334;19;42
332;19;40
332;20;36
334;21;35
338;21;35
344;21;38
348;21;42
351;21;44
351;20;46
347;20;46
341;20;47
333;20;48
328;20;50
328;21;51
328;21;51
330;21;50
334;21;48
337;21;48
340;21;48
342;21;49
342;21;49
342;20;49
340;20;48
339;19;47
339;19;46
339;20;46
340;20;45
341;20;44
341;20;43
341;20;42
340;20;42
340;21;42
339;22;43
339;22;44
338;22;45
337;21;45
336;21;45
336;21;45
336;21;45
337;21;44
339;21;43
341;21;43
343;21;44
346;21;45
346;21;45
343;21;45
340;20;45
338;20;46
337;20;47
335;20;48
333;19;48
330;19;48
330;20;48
330;20;48
334;20;48
337;20;48
340;20;46
343;21;44
347;22;43
347;22;43
347;21;43
344;21;44
342;21;46
340;21;48
338;21;48
337;21;48
336;21;48
335;22;47
334;23;44
334;23;42
335;23;40
338;23;38
343;24;36
348;27;35
352;29;33
352;29;31
351;30;31
348;30;31
343;31;33
339;31;33
337;30;34
336;26;34
336;25;34
338;25;34
340;28;34
342;29;34
343;29;34
344;28;33
344;28;33
343;28;33
340;25;33
337;17;33
336;17;38
336;23;42
343;23;50
343;19;54
339;14;54
331;11;49
330;9;46
330;9;46
336;9;47
342;7;49
346;7;49
346;10;49
345;11;46
341;11;43
336;8;43
333;8;46
333;9;49
335;9;51
337;6;54
337;6;56
336;8;56
333;8;55
326;9;52
321;13;50
321;15;50
326;17;52
334;19;55
343;19;57
352;17;57
357;16;55
357;14;49
354;9;44
348;9;41
341;11;40
